name,version,psnr_7k,ssim_7k,lpips_7k,numGS_7k,psnr_30k,ssim_30k,lpips_30k,numGS_30k,mem_30k,ellipse_30k
results_NewColmap_v0,0,27.18845558166504,0.8864498138427734,0.08821000158786774,371671,28.659339904785156,0.9068673849105835,0.06286674737930298,446518,0.6924786567687988,874.0877618789673
results_NewDensifyAndPrune_v5,5,24.614261627197266,0.8221622705459595,0.15881700813770294,105474,27.222335815429688,0.8755396604537964,0.09748366475105286,127385,0.39324331283569336,731.2593383789062
