name,version,psnr_7k,ssim_7k,lpips_7k,numGS_7k,psnr_30k,ssim_30k,lpips_30k,numGS_30k
results_NewColmap_v1,1,28.39333152770996,0.8672716617584229,0.07728533446788788,493875,28.640790939331055,0.8543806076049805,0.07838286459445953,570206
results_NewDensifyAndPrune_v2,2,27.56941795349121,0.8619124293327332,0.09353575110435486,196541,28.089162826538086,0.8612622618675232,0.07639320939779282,213805
